,title,vid_length,approx_views,approx_comments,vid_url
227,"Darci Lynne, The 13-Year-Old Ventriloquist, Returns With ""Show Off",3:00,54.3k,59,https://www.instagram.com/tv/BmjZJFanTDn/
228,Talent University: Sofie Dossi,3:04,23.7k,16,https://www.instagram.com/tv/Bmi8Sw3nIuA/
229,Flau'jae: 14-Year-Old Rapper Earns Golden Buzzer From Chris Hardwick,4:56,14.7k,73,https://www.instagram.com/tv/BmM5hH-HkxD/
230,Lord Nil: Nearly Eaten Alive By Alligators In Dangerous Stunt,4:16,24.5k,28,https://www.instagram.com/tv/BmBybb-HAAk/
231,Talent University: Junior and Emily Alabi,4:11,11.3k,9,https://www.instagram.com/tv/Bl--ONzFnHK/
232,Quin and Misha: 71-Year-Old Dancer And Partner Receive Golden Buzzer,4:10,20k,32,https://www.instagram.com/tv/Bl6zR9aDxbO/
233,The Sacred Riana: Summons A Terrifying Imaginary Friend,4:49,48.1k,95,https://www.instagram.com/tv/BlvnJg_BznZ/
234,Angel City Chorale: Amazing Choir Earns Golden Buzzer From Olivia Munn,5:35,28.9k,34,https://www.instagram.com/tv/Blox7JVhRko/
235,Shin Lim: Proves Magic Is Real With Unbelievable Card Tricks,3:04,23.6k,23,https://www.instagram.com/tv/BldsSGLA17p/
236,Talent University: Christian Stoinev,2:26,14.2k,3,https://www.instagram.com/tv/Bla9kRsntRa/
237,Voices Of Hope Children's Choir: Moana Performance Earns Golden Buzzer,5:43,35.1k,64,https://www.instagram.com/tv/BlW0wfahMdO/
238,Aaron Crow: Dangerously Shoots Apple Off Heidi Klum’s Head,4:47,54.7k,47,https://www.instagram.com/tv/BlL8enaFPvr/
239,Duo Transcend: Performs Dangerous Trapeze Act,3:33,26.9k,19,https://www.instagram.com/tv/BlJfDA9AStr/
240,Aaron Crow: Pours Hot Wax On Eyes And Swings Sword At Howie Mandel,5:46,21.8k,26,https://www.instagram.com/tv/BlGsRYClSt0/
241,"Makayla Phillips: 15-Year-Old Receives Golden Buzzer For ""Warrior""",4:37,76.4k,144,https://www.instagram.com/tv/BlFCN5JBZdV/
242,Yumbo Dump: Comedic Duo Makes Unbelievable Sounds With Their Bodies,3:42,21.2k,22,https://www.instagram.com/tv/BlD1CxWHoOV/
243,Zurcaroh: Golden Buzzer Worthy Aerial Dance Group Impresses Tyra Banks,4:29,25.8k,42,https://www.instagram.com/tv/BlBc4VWnf6D/
244,Shin Lim: Magician Blows Minds With Unbelievable Close-Up Magic,4:25,22.1k,24,https://www.instagram.com/tv/Bk-ybQ0HrdF/
245,Amanda Mena: The 15-Year-Old Earns Golden Buzzer From Mel B,4:53,28k,51,https://www.instagram.com/tv/Bk8FL5nH8lR/
246,"Angel Garcia: 12-Year-Old Sings Spanish Hit, 'El Triste'",2:28,25.1k,58,https://www.instagram.com/tv/Bk5lAX-HlEt/
247,Talent University: Merrick Hanna,3:33,30.3k,32,https://www.instagram.com/tv/Bk24Tc0nl_4/
248,Michael Ketterer: Father Of 6 Scores Golden Buzzer From Simon Cowell,5:30,22.6k,45,https://www.instagram.com/tv/Bkx5NJFnXjL/
249,Brody Ray: Transgender Singer Is Ready To Stand In The Light,2:38,30.7k,48,https://www.instagram.com/tv/BkgrZaegAT2/
250,Troy James: Terrifies Judges With Chilling Contortion,2:10,40.3k,71,https://www.instagram.com/tv/BkgKXdzAH5L/
251,Courtney Hadwin: 13-Year-Old Golden Buzzer Winning Performance,4:05,719k,"1,402",https://www.instagram.com/tv/BkQTCZ-hKf4/
