,Address,Neighbourhood,Price,Beds,Baths,Sqft,BuiltIn,Url,PullDate,City,SqftDollar,Preference
130,"15767 Pacific Avenue, White Rock, BC",White Rock,3649900.0,8 bed,8 bath,6386 sqft,2014,https://www.zolo.ca/white-rock-real-estate/15767-pacific-avenue,2020-04-04,White Rock,571.5471343564046,y
131,"2621 Bobolink Avenue, Vancouver, BC",Fraserview VE,2798000.0,8 bed,6 bath,4890 sqft,2016,https://www.zolo.ca/vancouver-real-estate/2621-bobolink-avenue,2020-04-04,Vancouver,572.1881390593047,0
132,"15031 Victoria Avenue, White Rock, BC",White Rock,3488000.0,5 bed,7 bath,6079 sqft,2016,https://www.zolo.ca/white-rock-real-estate/15031-victoria-avenue,2020-04-04,White Rock,573.778582003619,yyy
133,"3188 43rd Avenue E, Vancouver, BC",Killarney VE,2588000.0,6 bed,6 bath,4506 sqft,2020,https://www.zolo.ca/vancouver-real-estate/3188-east-43rd-avenue,2020-04-04,Vancouver,574.3453173546383,0
134,"7278 Adera Street, Vancouver, BC",Kerrisdale,2789000.0,5 bed,5 bath,4853 sqft,9999,https://www.zolo.ca/vancouver-real-estate/7278-adera-street,2020-04-04,Vancouver,574.6960642901298,0
135,"14093 Marine Drive, White Rock, BC",White Rock,3980000.0,6 bed,8 bath,6922 sqft,2018,https://www.zolo.ca/white-rock-real-estate/14093-marine-drive,2020-04-04,White Rock,574.9783299624386,n
136,"13529 14 Avenue, Surrey, BC",Crescent Bch Ocean Pk.,2380000.0,4 bed,5 bath,4136 sqft,2015,https://www.zolo.ca/surrey-real-estate/13529-14-avenue,2020-04-04,Surrey,575.4352030947775,0
137,"13161 15a Avenue, Surrey, BC",Crescent Bch Ocean Pk.,2350000.0,5 bed,5 bath,4066 sqft,2017,https://www.zolo.ca/surrey-real-estate/13161-15a-avenue,2020-04-04,Surrey,577.9636005902607,0
138,"15969 39a Avenue, Surrey, BC",Morgan Creek,3500000.0,5 bed,6 bath,6004 sqft,2017,https://www.zolo.ca/surrey-real-estate/15969-39a-avenue,2020-04-04,Surrey,582.9447035309794,0
139,"5393 1a Avenue, Delta, BC",Pebble Hill,3388800.0,5 bed,7 bath,5810 sqft,2019,https://www.zolo.ca/delta-real-estate/5393-1a-avenue,2020-04-04,Delta,583.2702237521514,y
140,"15368 Victoria Avenue, White Rock, BC",White Rock,2700000.0,4 bed,6 bath,4629 sqft,2016,https://www.zolo.ca/white-rock-real-estate/15368-victoria-avenue,2020-04-04,White Rock,583.2793259883344,yy
141,"858 51 Street, Delta, BC",Tsawwassen Central,2100000.0,6 bed,6 bath,3571 sqft,2016,https://www.zolo.ca/delta-real-estate/858-51-street,2020-04-04,Delta,588.0705684682162,y
142,"353 55 Street, Delta, BC",Pebble Hill,3588000.0,7 bed,6 bath,6061 sqft,2019,https://www.zolo.ca/delta-real-estate/353-55-street,2020-04-04,Delta,591.981521201122,yyy
143,"15437 Kyle Court, White Rock, BC",White Rock,2899000.0,5 bed,6 bath,4893 sqft,2017,https://www.zolo.ca/white-rock-real-estate/15437-kyle-court,2020-04-04,White Rock,592.4790517065195,yyy
144,"2137 46th Avenue E, Vancouver, BC",Killarney VE,2988000.0,8 bed,8 bath,5025 sqft,2019,https://www.zolo.ca/vancouver-real-estate/2137-east-46th-avenue,2020-04-04,Vancouver,594.6268656716418,0
145,"11200 Westminster Highway, Richmond, BC",McLennan,3580000.0,7 bed,7 bath,6020 sqft,2018,https://www.zolo.ca/richmond-real-estate/11200-westminster-highway,2020-04-04,Richmond,594.6843853820598,n
146,"4-2620 No 4 Road No, Richmond, BC",Bridgeport RI,2688000.0,7 bed,5 bath,4488 sqft,2018,https://www.zolo.ca/richmond-real-estate/2620-north-no-4-road/4,2020-04-04,Richmond,598.9304812834224,y
147,"10640 Gilmore Crescent, Richmond, BC",Bridgeport RI,2298000.0,6 bed,7 bath,3800 sqft,2019,https://www.zolo.ca/richmond-real-estate/10640-gilmore-crescent,2020-04-04,Richmond,604.7368421052631,y
148,"9533 Swansea Drive, Richmond, BC",South Arm,2398888.0,5 bed,6 bath,3966 sqft,2012,https://www.zolo.ca/richmond-real-estate/9533-swansea-drive,2020-04-04,Richmond,604.8633383761977,y
149,"13555 13a Avenue, Surrey, BC",Crescent Bch Ocean Pk.,3160000.0,9 bed,9 bath,5212 sqft,2014,https://www.zolo.ca/surrey-real-estate/13555-13a-avenue,2020-04-04,Surrey,606.2931696085956,0
150,"6526 Dawson Street, Vancouver, BC",Killarney VE,2868000.0,9 bed,7 bath,4704 sqft,2013,https://www.zolo.ca/vancouver-real-estate/6526-dawson-street,2020-04-04,Vancouver,609.6938775510204,0
151,"5253 1 Avenue, Delta, BC",Pebble Hill,2378888.0,4 bed,5 bath,3890 sqft,2019,https://www.zolo.ca/delta-real-estate/5253-1-avenue,2020-04-04,Delta,611.5393316195373,y
152,"10028 Granville Avenue, Richmond, BC",McLennan,4680000.0,6 bed,8 bath,7593 sqft,2011,https://www.zolo.ca/richmond-real-estate/10028-granville-avenue,2020-04-04,Richmond,616.357171078625,n
153,"5095 1 Avenue, Delta, BC",Pebble Hill,3900000.0,5 bed,7 bath,6321 sqft,2017,https://www.zolo.ca/delta-real-estate/5095-1-avenue,2020-04-04,Delta,616.9909824394874,yyy
154,"9620 Pinewell Crescent, Richmond, BC",Saunders,3490000.0,5 bed,6 bath,5641 sqft,2015,https://www.zolo.ca/richmond-real-estate/9620-pinewell-crescent,2020-04-04,Richmond,618.6846303846836,y
155,"10140 Albion Road, Richmond, BC",McNair,2380000.0,6 bed,8 bath,3839 sqft,2013,https://www.zolo.ca/richmond-real-estate/10140-albion-road,2020-04-04,Richmond,619.953112789789,n
156,"1037 50th Avenue E, Vancouver, BC",South Vancouver,2380000.0,9 bed,7 bath,3740 sqft,2012,https://www.zolo.ca/vancouver-real-estate/1037-east-50th-avenue,2020-04-04,Vancouver,636.3636363636364,0
157,"496 56th Avenue E, Vancouver, BC",South Vancouver,2899990.0,6 bed,8 bath,4545 sqft,2017,https://www.zolo.ca/vancouver-real-estate/496-east-56th-avenue,2020-04-04,Vancouver,638.0616061606161,0
158,"14283 Marine Drive, White Rock, BC",White Rock,4388000.0,6 bed,6 bath,6859 sqft,2016,https://www.zolo.ca/white-rock-real-estate/14283-marine-drive,2020-04-04,White Rock,639.7434028284007,y
159,"14458 Blackburn Crescent, White Rock, BC",White Rock,4749800.0,5 bed,7 bath,7381 sqft,2019,https://www.zolo.ca/white-rock-real-estate/14458-blackburn-crescent,2020-04-04,White Rock,643.5171385991058,n
160,"9599 Saunders Road, Richmond, BC",Saunders,2390000.0,5 bed,4 bath,3711 sqft,2012,https://www.zolo.ca/richmond-real-estate/9599-saunders-road,2020-04-04,Richmond,644.0312584209108,n
161,"12371 Flury Drive, Richmond, BC",East Cambie,2488000.0,7 bed,5 bath,3860 sqft,2019,https://www.zolo.ca/richmond-real-estate/12371-flury-drive,2020-04-04,Richmond,644.5595854922279,n
162,"1523 133b Street, Surrey, BC",Crescent Bch Ocean Pk.,2298000.0,5 bed,5 bath,3555 sqft,2019,https://www.zolo.ca/surrey-real-estate/1523-133b-street,2020-04-04,Surrey,646.4135021097046,0
163,"9831 Southgate Place, Richmond, BC",South Arm,2150000.0,5 bed,6 bath,3314 sqft,2020,https://www.zolo.ca/richmond-real-estate/9831-southgate-place,2020-04-04,Richmond,648.7628243814122,y
164,"2127 46th Avenue E, Vancouver, BC",Killarney VE,2298000.0,5 bed,6 bath,3540 sqft,2019,https://www.zolo.ca/vancouver-real-estate/2127-east-46th-avenue,2020-04-04,Vancouver,649.1525423728814,0
165,"4-10500 No. 4 Road, Richmond, BC",McNair,2388000.0,5 bed,6 bath,3662 sqft,2017,https://www.zolo.ca/richmond-real-estate/10500-no-4-road/4,2020-04-04,Richmond,652.1026761332605,y
166,"3570 Morgan Creek Way, Surrey, BC",Morgan Creek,3188000.0,5 bed,6 bath,4880 sqft,2019,https://www.zolo.ca/surrey-real-estate/3570-morgan-creek-way,2020-04-04,Surrey,653.2786885245902,0
167,"1626 58th Avenue W, Vancouver, BC",South Granville,3080000.0,5 bed,5 bath,4700 sqft,9999,https://www.zolo.ca/vancouver-real-estate/1626-west-58th-avenue,2020-04-04,Vancouver,655.3191489361702,0
168,"10771 Maddocks Road, Richmond, BC",McNair,2280000.0,6 bed,7 bath,3465 sqft,2011,https://www.zolo.ca/richmond-real-estate/10771-maddocks-road,2020-04-04,Richmond,658.008658008658,n
169,"6847 Sherbrooke Street, Vancouver, BC",South Vancouver,2298800.0,6 bed,6 bath,3492 sqft,2019,https://www.zolo.ca/vancouver-real-estate/6847-sherbrooke-street,2020-04-04,Vancouver,658.3046964490263,0
170,"1-7080 No. 1 Road, Richmond, BC",Quilchena RI,2790000.0,5 bed,6 bath,4217 sqft,2013,https://www.zolo.ca/richmond-real-estate/7080-no-1-road/1,2020-04-04,Richmond,661.6077780412616,n
171,"11740 Pintail Drive, Richmond, BC",Westwind,2588800.0,6 bed,6 bath,3886 sqft,2019,https://www.zolo.ca/richmond-real-estate/11740-pintail-drive,2020-04-04,Richmond,666.1863098301595,y
172,"11220 Seaton Road, Richmond, BC",Ironwood,2380000.0,5 bed,5 bath,3562 sqft,2011,https://www.zolo.ca/richmond-real-estate/11220-seaton-road,2020-04-04,Richmond,668.1639528354857,n
173,"10051 Springhill Crescent, Richmond, BC",Steveston North,2499000.0,5 bed,5 bath,3735 sqft,2012,https://www.zolo.ca/richmond-real-estate/10051-springhill-crescent,2020-04-04,Richmond,669.0763052208836,yy
174,"6539 Azure Road, Richmond, BC",Granville,2110000.0,5 bed,6 bath,3149 sqft,2018,https://www.zolo.ca/richmond-real-estate/6539-azure-road,2020-04-04,Richmond,670.053985392188,n
175,"11440 Pelican Court, Richmond, BC",Westwind,3288000.0,5 bed,6 bath,4897 sqft,2017,https://www.zolo.ca/richmond-real-estate/11440-pelican-court,2020-04-04,Richmond,671.4314886665305,yy
176,"3131 Williams Road, Richmond, BC",Seafair,3288888.0,6 bed,8 bath,4895 sqft,2019,https://www.zolo.ca/richmond-real-estate/3131-williams-road,2020-04-04,Richmond,671.8872318692544,y
177,"4080 Williams Road, Richmond, BC",Steveston North,2388800.0,5 bed,6 bath,3533 sqft,2019,https://www.zolo.ca/richmond-real-estate/4080-williams-road,2020-04-04,Richmond,676.1392584206058,yyy
178,"14020 Marine Drive, White Rock, BC",White Rock,4988000.0,5 bed,6 bath,7322 sqft,2019,https://www.zolo.ca/white-rock-real-estate/14020-marine-drive,2020-04-04,White Rock,681.234635345534,y
179,"3720 49th Avenue W, Vancouver, BC",Southlands,2999000.0,3 bed,4 bath,4400 sqft,2020,https://www.zolo.ca/vancouver-real-estate/3720-west-49th-avenue,2020-04-04,Vancouver,681.5909090909091,0
180,"12557 26 Avenue, Surrey, BC",Crescent Bch Ocean Pk.,2788000.0,4 bed,4 bath,4025 sqft,2016,https://www.zolo.ca/surrey-real-estate/12557-26-avenue,2020-04-04,Surrey,692.6708074534162,0
181,"1309 129a Street, Surrey, BC",Crescent Bch Ocean Pk.,2298000.0,4 bed,5 bath,3308 sqft,2014,https://www.zolo.ca/surrey-real-estate/1309-129a-street,2020-04-04,Surrey,694.6795646916565,0
182,"3571 Newmore Avenue, Richmond, BC",Seafair,2489000.0,5 bed,6 bath,3578 sqft,2018,https://www.zolo.ca/richmond-real-estate/3571-newmore-avenue,2020-04-04,Richmond,695.6400223588597,y
183,"6273 St. Catherines Street, Vancouver, BC",Fraser VE,2488000.0,9 bed,8 bath,3547 sqft,2018,https://www.zolo.ca/vancouver-real-estate/6273-st-catherines-street,2020-04-04,Vancouver,701.4378347899634,0
184,"2031 Harrison Drive, Vancouver, BC",Fraserview VE,3799990.0,7 bed,8 bath,5373 sqft,2018,https://www.zolo.ca/vancouver-real-estate/2031-harrison-drive,2020-04-04,Vancouver,707.2380420621627,0
185,"6415 Commercial Street, Vancouver, BC",Killarney VE,2398000.0,8 bed,7 bath,3376 sqft,2020,https://www.zolo.ca/vancouver-real-estate/6415-commercial-street,2020-04-04,Vancouver,710.3080568720379,0
186,"10151 Ruskin Road, Richmond, BC",South Arm,2688000.0,5 bed,6 bath,3772 sqft,2017,https://www.zolo.ca/richmond-real-estate/10151-ruskin-road,2020-04-04,Richmond,712.6193001060445,y
187,"1842 64th Avenue E, Vancouver, BC",Fraserview VE,2380000.0,7 bed,7 bath,3335 sqft,2017,https://www.zolo.ca/vancouver-real-estate/1842-east-64th-avenue,2020-04-04,Vancouver,713.6431784107946,0
188,"9220 Diamond Road, Richmond, BC",Seafair,2588000.0,5 bed,6 bath,3620 sqft,2019,https://www.zolo.ca/richmond-real-estate/9220-diamond-road,2020-04-04,Richmond,714.9171270718232,yy
189,"4280 Pendlebury Road, Richmond, BC",Boyd Park,2878000.0,5 bed,6 bath,4020 sqft,2013,https://www.zolo.ca/richmond-real-estate/4280-pendlebury-road,2020-04-04,Richmond,715.9203980099503,n
190,"6831 Camsell Crescent, Richmond, BC",Granville,2888000.0,5 bed,5 bath,4032 sqft,2016,https://www.zolo.ca/richmond-real-estate/6831-camsell-crescent,2020-04-04,Richmond,716.2698412698413,n
191,"8071 Seafair Drive, Richmond, BC",Seafair,2380000.0,5 bed,6 bath,3322 sqft,2012,https://www.zolo.ca/richmond-real-estate/8071-seafair-drive,2020-04-04,Richmond,716.4358819987959,n
192,"7551 Francis Road, Richmond, BC",Broadmoor,2780000.0,5 bed,6 bath,3875 sqft,2018,https://www.zolo.ca/richmond-real-estate/7551-francis-road,2020-04-04,Richmond,717.4193548387096,y
193,"10780 Maddocks Road, Richmond, BC",McNair,2380000.0,5 bed,5 bath,3315 sqft,2015,https://www.zolo.ca/richmond-real-estate/10780-maddocks-road,2020-04-04,Richmond,717.9487179487179,
194,"5131 Williams Road, Richmond, BC",Lackner,2488000.0,4 bed,5 bath,3441 sqft,2014,https://www.zolo.ca/richmond-real-estate/5131-williams-road,2020-04-04,Richmond,723.0456262714328,n
195,"8228 Cantley Road, Richmond, BC",Lackner,2899000.0,5 bed,6 bath,4001 sqft,2014,https://www.zolo.ca/richmond-real-estate/8228-cantley-road,2020-04-04,Richmond,724.5688577855536,yy
196,"10720 Mortfield Road, Richmond, BC",South Arm,2999970.0,5 bed,6 bath,4137 sqft,2019,https://www.zolo.ca/richmond-real-estate/10720-mortfield-road,2020-04-04,Richmond,725.155910079768,y
197,"3311 Blundell Road, Richmond, BC",Quilchena RI,2480000.0,5 bed,6 bath,3410 sqft,2016,https://www.zolo.ca/richmond-real-estate/3311-blundell-road,2020-04-04,Richmond,727.2727272727273,n
198,"8351 Minler Road, Richmond, BC",Woodwards,2690000.0,5 bed,6 bath,3670 sqft,2012,https://www.zolo.ca/richmond-real-estate/8351-minler-road,2020-04-04,Richmond,732.9700272479564,yy
199,"14857 Buena Vista Avenue, White Rock, BC",White Rock,2498000.0,4 bed,5 bath,3390 sqft,2019,https://www.zolo.ca/white-rock-real-estate/14857-buena-vista-avenue,2020-04-04,White Rock,736.8731563421829,yy
200,"2488 Marine Drive SE, Vancouver, BC",,2488800.0,9 bed,6 bath,3363 sqft,2015,https://www.zolo.ca/vancouver-real-estate/2488-southeast-marine-drive,2020-04-04,Vancouver,740.0535236396075,0
201,"5204 Chester Street, Vancouver, BC",Fraser VE,2330000.0,6 bed,7 bath,3142 sqft,2018,https://www.zolo.ca/vancouver-real-estate/5204-chester-street,2020-04-04,Vancouver,741.5658816040739,0
202,"6911 Whiteoak Drive, Richmond, BC",Woodwards,2499900.0,5 bed,6 bath,3355 sqft,2012,https://www.zolo.ca/richmond-real-estate/6911-whiteoak-drive,2020-04-04,Richmond,745.1266766020865,n
203,"7183 Quebec Street, Vancouver, BC",South Vancouver,2388000.0,9 bed,8 bath,3193 sqft,2020,https://www.zolo.ca/vancouver-real-estate/7183-quebec-street,2020-04-04,Vancouver,747.8860006263702,0
204,"8657 Camden Crescent, Richmond, BC",Lackner,3188000.0,5 bed,6 bath,4259 sqft,2019,https://www.zolo.ca/richmond-real-estate/8657-camden-crescent,2020-04-04,Richmond,748.5325193707444,n
205,"8117 Cantley Road, Richmond, BC",Lackner,2490000.0,4 bed,6 bath,3312 sqft,2012,https://www.zolo.ca/richmond-real-estate/8117-cantley-road,2020-04-04,Richmond,751.8115942028985,n
206,"6880 Whiteoak Drive, Richmond, BC",Woodwards,2488000.0,4 bed,4 bath,3305 sqft,2014,https://www.zolo.ca/richmond-real-estate/6880-whiteoak-drive,2020-04-04,Richmond,752.7987897125568,y
207,"5840 Granville Avenue, Richmond, BC",Granville,2999999.0,5 bed,6 bath,3984 sqft,2013,https://www.zolo.ca/richmond-real-estate/5840-granville-avenue,2020-04-04,Richmond,753.011797188755,n
208,"8580 Osgoode Place, Richmond, BC",Saunders,2580000.0,4 bed,6 bath,3424 sqft,2019,https://www.zolo.ca/richmond-real-estate/8580-osgoode-place,2020-04-04,Richmond,753.5046728971963,n
209,"8431 Rosehill Drive, Richmond, BC",South Arm,2298000.0,4 bed,5 bath,3046 sqft,2019,https://www.zolo.ca/richmond-real-estate/8431-rosehill-drive,2020-04-04,Richmond,754.4320420223244,y
210,"1190 Jackson Way, Delta, BC",Tsawwassen East,2298800.0,4 bed,4 bath,3037 sqft,2018,https://www.zolo.ca/delta-real-estate/1190-jackson-way,2020-04-04,Delta,756.9311820875864,n
211,"10071 Rosedene Crescent, Richmond, BC",South Arm,2288888.0,5 bed,6 bath,3009 sqft,2019,https://www.zolo.ca/richmond-real-estate/10071-rosedene-crescent,2020-04-04,Richmond,760.6806247922898,0
212,"7680 Railway Avenue, Richmond, BC",Granville,3288800.0,5 bed,6 bath,4307 sqft,2015,https://www.zolo.ca/richmond-real-estate/7680-railway-avenue,2020-04-04,Richmond,763.5941490596703,0
213,"7080 Francis Road, Richmond, BC",Broadmoor,2765000.0,5 bed,6 bath,3621 sqft,2019,https://www.zolo.ca/richmond-real-estate/7080-francis-road,2020-04-04,Richmond,763.6012151339409,0
214,"4840 Mariposa Court, Richmond, BC",Riverdale RI,2988000.0,5 bed,6 bath,3911 sqft,2013,https://www.zolo.ca/richmond-real-estate/4840-mariposa-court,2020-04-04,Richmond,763.9989772436717,0
215,"1020 Balsam Street, White Rock, BC",White Rock,4290000.0,4 bed,6 bath,5614 sqft,2017,https://www.zolo.ca/white-rock-real-estate/1020-balsam-street,2020-04-04,White Rock,764.1610260064125,0
216,"7320 Nevis Drive, Richmond, BC",Broadmoor,3999000.0,5 bed,6 bath,5232 sqft,2018,https://www.zolo.ca/richmond-real-estate/7320-nevis-drive,2020-04-04,Richmond,764.3348623853211,0
217,"8360 Alanmore Place, Richmond, BC",Seafair,2600000.0,5 bed,6 bath,3383 sqft,2018,https://www.zolo.ca/richmond-real-estate/8360-alanmore-place,2020-04-04,Richmond,768.5486254803429,0
218,"7591 Ledway Road, Richmond, BC",Granville,2788000.0,5 bed,6 bath,3621 sqft,2011,https://www.zolo.ca/richmond-real-estate/7591-ledway-road,2020-04-04,Richmond,769.9530516431925,0
219,"6260 Granville Avenue, Richmond, BC",Granville,2888000.0,5 bed,6 bath,3745 sqft,2018,https://www.zolo.ca/richmond-real-estate/6260-granville-avenue,2020-04-04,Richmond,771.1615487316421,0
220,"7680 Steveston Highway, Richmond, BC",Gilmore,3488000.0,6 bed,8 bath,4517 sqft,2020,https://www.zolo.ca/richmond-real-estate/7680-steveston-highway,2020-04-04,Richmond,772.193934027009,0
221,"66 56th Avenue E, Vancouver, BC",South Vancouver,2458000.0,9 bed,6 bath,3143 sqft,2017,https://www.zolo.ca/vancouver-real-estate/66-east-56th-avenue,2020-04-04,Vancouver,782.0553611199491,0
222,"10060 Bamberton Drive, Richmond, BC",Broadmoor,2498000.0,4 bed,6 bath,3194 sqft,2020,https://www.zolo.ca/richmond-real-estate/10060-bamberton-drive,2020-04-04,Richmond,782.0914214151534,0
223,"7591 Decourcy Crescent, Richmond, BC",Quilchena RI,2388000.0,4 bed,5 bath,3052 sqft,2020,https://www.zolo.ca/richmond-real-estate/7591-decourcy-crescent,2020-04-04,Richmond,782.437745740498,0
224,"3731 Vinmore Avenue, Richmond, BC",Seafair,2650000.0,5 bed,6 bath,3375 sqft,2017,https://www.zolo.ca/richmond-real-estate/3731-vinmore-avenue,2020-04-04,Richmond,785.1851851851852,0
225,"7988 Bowen Gate, Richmond, BC",Quilchena RI,2898000.0,5 bed,6 bath,3688 sqft,2019,https://www.zolo.ca/richmond-real-estate/7988-bowen-gate,2020-04-04,Richmond,785.7917570498915,0
226,"8688 Foster Road, Richmond, BC",Broadmoor,3580000.0,5 bed,6 bath,4538 sqft,2017,https://www.zolo.ca/richmond-real-estate/8688-foster-road,2020-04-04,Richmond,788.8937858087263,0
227,"45 53rd Avenue E, Vancouver, BC",South Vancouver,2688000.0,7 bed,7 bath,3400 sqft,2019,https://www.zolo.ca/vancouver-real-estate/45-east-53rd-avenue,2020-04-04,Vancouver,790.5882352941177,0
228,"10133 Bridgeport Road, Richmond, BC",Bridgeport RI,2380000.0,8 bed,6 bath,3008 sqft,2014,https://www.zolo.ca/richmond-real-estate/10133-bridgeport-road,2020-04-04,Richmond,791.2234042553191,0
229,"5751 Riverdale Drive, Richmond, BC",Riverdale RI,2986000.0,5 bed,6 bath,3772 sqft,2012,https://www.zolo.ca/richmond-real-estate/5751-riverdale-drive,2020-04-04,Richmond,791.6224814422058,0
230,"6231 Danube Road, Richmond, BC",Woodwards,3180000.0,5 bed,6 bath,4000 sqft,2011,https://www.zolo.ca/richmond-real-estate/6231-danube-road,2020-04-04,Richmond,795.0,0
231,"2-1148 Johnston Road, White Rock, BC",White Rock,2658000.0,3 bed,3 bath,3340 sqft,2019,https://www.zolo.ca/white-rock-real-estate/1148-johnston-road/2,2020-04-04,White Rock,795.8083832335329,0
232,"9520 Chapmond Crescent, Richmond, BC",Seafair,2850000.0,5 bed,6 bath,3575 sqft,2017,https://www.zolo.ca/richmond-real-estate/9520-chapmond-crescent,2020-04-04,Richmond,797.2027972027972,0
233,"8540 Elsmore Road, Richmond, BC",Seafair,2688000.0,5 bed,6 bath,3357 sqft,2020,https://www.zolo.ca/richmond-real-estate/8540-elsmore-road,2020-04-04,Richmond,800.7149240393209,0
234,"9640 Bakerview Drive, Richmond, BC",Saunders,2988800.0,5 bed,6 bath,3729 sqft,2019,https://www.zolo.ca/richmond-real-estate/9640-bakerview-drive,2020-04-04,Richmond,801.5017430946634,0
235,"8160 Cantley Road, Richmond, BC",Lackner,3298000.0,3 bed,6 bath,4114 sqft,2018,https://www.zolo.ca/richmond-real-estate/8160-cantley-road,2020-04-04,Richmond,801.6528925619834,0
236,"3280 Lamond Avenue, Richmond, BC",Seafair,2688000.0,5 bed,6 bath,3350 sqft,2020,https://www.zolo.ca/richmond-real-estate/3280-lamond-avenue,2020-04-04,Richmond,802.3880597014926,0
237,"4091 Granville Avenue, Richmond, BC",Riverdale RI,3698000.0,6 bed,7 bath,4605 sqft,2017,https://www.zolo.ca/richmond-real-estate/4091-granville-avenue,2020-04-04,Richmond,803.0401737242128,0
238,"886 King Edward Avenue E, Vancouver, BC",Fraser VE,3188000.0,10 bed,8 bath,3964 sqft,2016,https://www.zolo.ca/vancouver-real-estate/886-east-king-edward-avenue,2020-04-04,Vancouver,804.2381432896065,0
239,"6200 Skaha Crescent, Richmond, BC",Granville,2580000.0,6 bed,6 bath,3204 sqft,2011,https://www.zolo.ca/richmond-real-estate/6200-skaha-crescent,2020-04-04,Richmond,805.2434456928839,0
240,"2471 Mcleod Avenue, Richmond, BC",Bridgeport RI,2500000.0,5 bed,5 bath,3100 sqft,2012,https://www.zolo.ca/richmond-real-estate/2471-mcleod-avenue,2020-04-04,Richmond,806.4516129032259,0
241,"10560 Rosebrook Road, Richmond, BC",South Arm,2980000.0,5 bed,6 bath,3676 sqft,2019,https://www.zolo.ca/richmond-real-estate/10560-rosebrook-road,2020-04-04,Richmond,810.6637649619151,0
242,"8271 Luton Road, Richmond, BC",Garden City,2998000.0,5 bed,6 bath,3670 sqft,2017,https://www.zolo.ca/richmond-real-estate/8271-luton-road,2020-04-04,Richmond,816.8937329700273,0
243,"10060 Deagle Road, Richmond, BC",Broadmoor,3288000.0,5 bed,6 bath,4020 sqft,2016,https://www.zolo.ca/richmond-real-estate/10060-deagle-road,2020-04-04,Richmond,817.9104477611941,0
244,"7431 Bassett Place, Richmond, BC",Granville,3288000.0,5 bed,6 bath,4019 sqft,2011,https://www.zolo.ca/richmond-real-estate/7431-bassett-place,2020-04-04,Richmond,818.1139586961931,0
245,"8860 Citadel Crescent, Richmond, BC",Boyd Park,2480000.0,6 bed,6 bath,3016 sqft,2019,https://www.zolo.ca/richmond-real-estate/8860-citadel-crescent,2020-04-04,Richmond,822.2811671087533,0
246,"6168 Bassett Road, Richmond, BC",Granville,2998000.0,5 bed,6 bath,3641 sqft,2014,https://www.zolo.ca/richmond-real-estate/6168-bassett-road,2020-04-04,Richmond,823.4001647898929,0
247,"3400 Barmond Avenue, Richmond, BC",Seafair,2988000.0,5 bed,6 bath,3621 sqft,2019,https://www.zolo.ca/richmond-real-estate/3400-barmond-avenue,2020-04-04,Richmond,825.1864125932063,0
248,"3004 King Edward Avenue W, Vancouver, BC",MacKenzie Heights,3800000.0,8 bed,7 bath,4547 sqft,2018,https://www.zolo.ca/vancouver-real-estate/3004-west-king-edward-avenue,2020-04-04,Vancouver,835.715856608753,0
249,"7551 Greenlees Road, Richmond, BC",Broadmoor,2980000.0,4 bed,5 bath,3565 sqft,2015,https://www.zolo.ca/richmond-real-estate/7551-greenlees-road,2020-04-04,Richmond,835.9046283309958,0
250,"10875 Springmont Gate, Richmond, BC",Steveston North,2598000.0,5 bed,5 bath,3104 sqft,2016,https://www.zolo.ca/richmond-real-estate/10875-springmont-gate,2020-04-04,Richmond,836.9845360824743,0
251,"6231 Kalamalka Crescent, Richmond, BC",Granville,2680000.0,4 bed,4 bath,3195 sqft,2019,https://www.zolo.ca/richmond-real-estate/6231-kalamalka-crescent,2020-04-04,Richmond,838.8106416275431,0
252,"14439 Magdalen Avenue, White Rock, BC",White Rock,3388800.0,5 bed,6 bath,4037 sqft,2020,https://www.zolo.ca/white-rock-real-estate/14439-magdalen-avenue,2020-04-04,White Rock,839.4352241763686,0
253,"6691 Woodwards Road, Richmond, BC",Woodwards,2880000.0,5 bed,6 bath,3410 sqft,2013,https://www.zolo.ca/richmond-real-estate/6691-woodwards-road,2020-04-04,Richmond,844.5747800586511,0
254,"9691 Bakerview Drive, Richmond, BC",Saunders,3260000.0,5 bed,6 bath,3849 sqft,2018,https://www.zolo.ca/richmond-real-estate/9691-bakerview-drive,2020-04-04,Richmond,846.9732398025461,0
255,"6820 Gainsborough Drive, Richmond, BC",Woodwards,2799000.0,5 bed,5 bath,3302 sqft,2017,https://www.zolo.ca/richmond-real-estate/6820-gainsborough-drive,2020-04-04,Richmond,847.6680799515445,0
256,"10777 Springmont Drive, Richmond, BC",Steveston North,3680000.0,6 bed,7 bath,4337 sqft,2016,https://www.zolo.ca/richmond-real-estate/10777-springmont-drive,2020-04-04,Richmond,848.5127968641918,0
257,"5500 Clearwater Drive, Richmond, BC",Lackner,2960000.0,4 bed,5 bath,3483 sqft,2014,https://www.zolo.ca/richmond-real-estate/5500-clearwater-drive,2020-04-04,Richmond,849.8420901521677,0
258,"1695 Marine Drive SW, Vancouver, BC",S.W. Marine,3799999.0,6 bed,7 bath,4470 sqft,2019,https://www.zolo.ca/vancouver-real-estate/1695-southwest-marine-drive,2020-04-04,Vancouver,850.1116331096197,0
259,"6788 Corbould Road, Tsawwassen, BC",Boundary Beach,3199000.0,5 bed,6 bath,3753 sqft,2019,https://www.zolo.ca/tsawwassen-real-estate/6788-corbould-road,2020-04-04,Tsawwassen,852.384758859579,0
