,ig_handle,igtv_code,title,url,video_length,views,comment_count,likes,caption,upload_date
199,ninjawarrior,BnXQoSIhTsS,American Ninja Warrior Weekly: Vegas Night 2,https://www.instagram.com/tv/BnXQoSIhTsS/,5:56,8412,5,337,"Host Allyson Felix recaps all the biggest moments from this week&#x27;s episode, including Jake Murray&#x27;s incredible run, Kenny Niemitalo&#x27;s heart-breaking week and Jessie Graff&#x27;s message to the ninja community.",2018-09-05
200,ninjawarrior,BnT_CsNhxqJ,Eric Middleton at the Vegas Finals: Stage 1,https://www.instagram.com/tv/BnT_CsNhxqJ/,2:46,17693,3,552,Watch Eric Middleton&#x27;s run from the Vegas Finals - Stage 1.,2018-09-04
201,ninjawarrior,BnC1NknhR0i,Jamie Rahn Goes Barefoot at the Vegas Finals: Stage 1,https://www.instagram.com/tv/BnC1NknhR0i/,2:51,84513,31,3595,Watch Jamie Rahn stun all when he runs barefoot at the Vegas Finals - Stage 1.,2018-08-29
202,ninjawarrior,Bm1Dbi9hMTZ,American Ninja Warrior Weekly: Minneapolis Finals,https://www.instagram.com/tv/Bm1Dbi9hMTZ/,4:02,9249,1,216,"Host Allyson Felix recaps all the biggest moments from this week&#x27;s episode, including Meagan Martin&#x27;s run, the rising rookies and her pick for Warrior of the Week, Jon Alexis Jr.",2018-08-23
203,ninjawarrior,BmuGtDahyCr,Jake Murray at the Minneapolis City Finals,https://www.instagram.com/tv/BmuGtDahyCr/,3:56,6369,2,171,Watch Jake Murray&#x27;s run from the Minneapolis City Finals.,2018-08-21
204,ninjawarrior,BmjMWAyBDJF,American Ninja Warrior Weekly: Philly Finals,https://www.instagram.com/tv/BmjMWAyBDJF/,4:24,4832,1,107,"Host Allyson Felix recaps all the biggest moments from this week&#x27;s episode, including Najee Richardson&#x27;s run and all the best costumed runs this season.",2018-08-16
205,ninjawarrior,BmcERPdBvZa,Michelle Warnky at the Philadelphia City Finals,https://www.instagram.com/tv/BmcERPdBvZa/,4:07,9612,2,305,Watch Michelle Warnky&#x27;s run from the Philadelphia City Finals.,2018-08-14
206,ninjawarrior,BmOy3MTBGcl,American Ninja Warrior Weekly: Indianapolis Finals,https://www.instagram.com/tv/BmOy3MTBGcl/,4:06,6109,2,114,"Host Allyson Felix recaps all the biggest moments from this week&#x27;s episode, including Isaac Caldiero&#x27;s surprising fail and a crushing new obstacle. Plus, guest Alex Weber crashes the Philly Finals course.",2018-08-08
207,ninjawarrior,BmCQ5JJBzmz,Kyle Schulze at the Indianapolis City Finals,https://www.instagram.com/tv/BmCQ5JJBzmz/,4:54,3564,0,92,Watch Kyle Schulze&#x27;s run from the Indianapolis City Finals.,2018-08-03
208,ninjawarrior,BmBtCBJlkga,Ninja vs Dino,https://www.instagram.com/tv/BmBtCBJlkga/,1:55,7818,5,239,Jurassic Ninjas take their run on the course!,2018-08-03
209,ninjawarrior,Bl-9L4MjLdA,American Ninja Warrior Weekly: Miami Finals,https://www.instagram.com/tv/Bl-9L4MjLdA/,3:55,4685,1,107,"Host Allyson Felix recaps all the biggest moments from this week&#x27;s episode, including Drew Drechsel&#x27;s and Jessie Graff&#x27;s finals runs! Plus, guest Nikki Lee from ANW Nation shares Kenny Niemitalo&#x27;s touching story.",2018-08-02
210,ninjawarrior,Bl3UjiSDtYl,Drew Drechsel: Miami City Finals,https://www.instagram.com/tv/Bl3UjiSDtYl/,3:24,7432,8,204,Drew Drechsel takes his shot at the Miami City Finals course.,2018-07-30
211,ninjawarrior,Blq_ijnBgU1,Ninja Warrior Weekly: Dallas Finals,https://www.instagram.com/tv/Blq_ijnBgU1/,3:25,3553,1,60,"Host Allyson Felix recaps all the biggest moments from this week&#x27;s episode, including Mathis &quot;The Kid&quot; Owhadi&#x27;s first finals run! Plus, check out our Rookie Radar, which breaks down all the new breakout stars.",2018-07-25
212,ninjawarrior,BllfEqHA_0y,Barclay Stockett at the Dallas City Finals,https://www.instagram.com/tv/BllfEqHA_0y/,4:33,7239,6,250,Watch Barclay Stockett&#x27;s run from the Dallas City Finals.,2018-07-23
213,ninjawarrior,BlbiUG4FvgL,Ninja Warrior Weekly: Los Angeles Finals,https://www.instagram.com/tv/BlbiUG4FvgL/,3:35,3879,2,65,"Host Allyson Felix recaps all the biggest moments from this week’s episode, including Kevin Bull’s dramatic run! Plus, check out Sean Bryan, the Warrior of the Week!",2018-07-20
214,ninjawarrior,Bla_EJOA8JE,Sean Bryan at the Los Angeles City Finals,https://www.instagram.com/tv/Bla_EJOA8JE/,3:42,3324,3,77,Watch Sean Bryan’s run from the Los Angeles City Finals.,2018-07-19
215,ninjawarrior,BlWXAnLle5p,Ninja Warrior Weekly: Minneapolis Qualifiers,https://www.instagram.com/tv/BlWXAnLle5p/,3:44,3434,2,75,"Host Allyson Felix recaps all the biggest moments from this week’s episode, including Matt and Akbar eating tarantulas! Plus, check out the return of Jake Murray and more!",2018-07-17
216,ninjawarrior,BlTnXQLnieX,Kevin Bull at the Los Angeles City Finals,https://www.instagram.com/tv/BlTnXQLnieX/,4:11,5862,7,172,Watch Kevin Bull&#x27;s run from the Los Angeles City Finals.,2018-07-16
217,ninjawarrior,BlBcH-0hBWS,Eric Middleton Takes On Minneapolis City Qualifiers,https://www.instagram.com/tv/BlBcH-0hBWS/,2:17,7182,5,214,,2018-07-09
218,ninjawarrior,BkTiNXJhzwh,Jessie Graff Takes On Miami City Qualifiers,https://www.instagram.com/tv/BkTiNXJhzwh/,3:50,12339,21,469,The Ninja Warrior legend returns to compete in American Ninja Warrior 2018.,2018-06-21
