,ig_handle,igtv_code,title,url,video_length,views,comment_count,likes,caption,upload_date
119,agt,Blox7JVhRko,Angel City Chorale: Amazing Choir Earns Golden Buzzer From Olivia Munn,https://www.instagram.com/tv/Blox7JVhRko/,5:35,28610,34,1148,"The diverse choir stunned the audience with ""Baba Yetu"" and earned guest judge Olivia Munn's Golden Buzzer.",
120,agt,BldsSGLA17p,Shin Lim: Proves Magic Is Real With Unbelievable Card Tricks,https://www.instagram.com/tv/BldsSGLA17p/,3:04,23075,22,870,Close-up magician Shin Lim surprises Olivia Munn with some of the best card tricks in AGT history.,
121,agt,Bla9kRsntRa,Talent University: Christian Stoinev,https://www.instagram.com/tv/Bla9kRsntRa/,2:26,14003,3,396,@Castoinev and Percy take teacher’s pet to another level at Talent University. ??????Created with our partner @dunkindonuts.,
122,agt,BlW0wfahMdO,Voices Of Hope Children's Choir: Moana Performance Earns Golden Buzzer,https://www.instagram.com/tv/BlW0wfahMdO/,5:43,34776,64,1961,Guest judge Ken Jeong was so inspired by this choir’s performance that he gave them his golden buzzer! Watch this children choir’s amazing rendition of “How Far I’ll Go”.,
123,agt,BlL8enaFPvr,Aaron Crow: Dangerously Shoots Apple Off Heidi Klum’s Head,https://www.instagram.com/tv/BlL8enaFPvr/,4:47,54287,48,1967,"OMG! Aaron Crow returns with an incredibly dangerous performance! Watch as he shoots an arrow through an apple on Heidi Klum's head, nearly missing her and Ken Jeong!",
124,agt,BlJfDA9AStr,Duo Transcend: Performs Dangerous Trapeze Act,https://www.instagram.com/tv/BlJfDA9AStr/,3:33,26467,19,1094,This married couple from Salt Lake City performs a stunning trapeze performance. Watch as the stakes are high and they fly even higher.,
125,agt,BlGsRYClSt0,Aaron Crow: Pours Hot Wax On Eyes And Swings Sword At Howie Mandel,https://www.instagram.com/tv/BlGsRYClSt0/,5:46,21552,,892,"Danger act Aaron Crow drips hot wax onto his eyes and grazes Howie's head with a sword. From slicing a pineapple with a sword, to breaking wooden boards with nunchucks, Aaron brings the danger to AGT.",
126,agt,BlFCN5JBZdV,"Makayla Phillips: 15-Year-Old Receives Golden Buzzer For ""Warrior""",https://www.instagram.com/tv/BlFCN5JBZdV/,4:37,75643,145,3925,"The teenager from Canyon Lake, CA performs ""Warrior"" by Demi Lovato. Watch as she earns the coveted Golden Buzzer from Heidi Klum, which sends her straight to the live shows at the Dolby Theater.",
127,agt,BlD1CxWHoOV,Yumbo Dump: Comedic Duo Makes Unbelievable Sounds With Their Bodies,https://www.instagram.com/tv/BlD1CxWHoOV/,3:42,20803,22,790,The noisemakers from Japan are bringing a new musical technique to AGT.,
128,agt,BlBc4VWnf6D,Zurcaroh: Golden Buzzer Worthy Aerial Dance Group Impresses Tyra Banks,https://www.instagram.com/tv/BlBc4VWnf6D/,4:29,25376,42,1616,The acrobatic dance troupe from Austria perform a stunning routine. This incredibly entertaining act earns a golden buzzer from Tyra Banks.,
129,agt,Bk-ybQ0HrdF,Shin Lim: Magician Blows Minds With Unbelievable Close-Up Magic,https://www.instagram.com/tv/Bk-ybQ0HrdF/,4:25,21596,24,956,"Shin Lim shocks the AGT audience with his mind-bending card magic, and will leave you omg-ing!",
130,agt,Bk8FL5nH8lR,Amanda Mena: The 15-Year-Old Earns Golden Buzzer From Mel B,https://www.instagram.com/tv/Bk8FL5nH8lR/,4:53,27676,51,1833,"The Massachusetts native scores the golden buzzer from scary spice herself, Mel B! See why the confetti falls with her rendition of ""Natural Woman.""",
131,agt,Bk5lAX-HlEt,"Angel Garcia: 12-Year-Old Sings Spanish Hit, 'El Triste'",https://www.instagram.com/tv/Bk5lAX-HlEt/,2:28,24816,60,1482,"Angel Garcia stuns the audience by singing the iconic song, ""El Triste.""",
132,agt,Bk24Tc0nl_4,Talent University: Merrick Hanna,https://www.instagram.com/tv/Bk24Tc0nl_4/,3:33,29986,,1228,Professor @merrickhanna is taking atten-DANCE at Talent University. Don't be late! ?? Created with our partner @dunkindonuts.,
133,agt,Bkx5NJFnXjL,Michael Ketterer: Father Of 6 Scores Golden Buzzer From Simon Cowell,https://www.instagram.com/tv/Bkx5NJFnXjL/,5:30,22289,45,1354,"The pediatric mental health nurse from East Tennessee currently resides in Orange County, CA with his wife and six kids. Watch his dreams come true as Simon Cowell gives him the golden buzzer.",
134,agt,BkgrZaegAT2,Brody Ray: Transgender Singer Is Ready To Stand In The Light,https://www.instagram.com/tv/BkgrZaegAT2/,2:38,30455,49,1484,"The Nebraska native who currently resides in Nashville, TN performs a rousing rendition of Jordan Smith's ""Stand In The Light.""",
135,agt,BkgKXdzAH5L,Troy James: Terrifies Judges With Chilling Contortion,https://www.instagram.com/tv/BkgKXdzAH5L/,2:10,39881,72,1797,Troy James took a break from his day job in human resources to surprise the judges with his creepy contortion act.,
136,agt,BkQTCZ-hKf4,Courtney Hadwin: 13-Year-Old Golden Buzzer Winning Performance,https://www.instagram.com/tv/BkQTCZ-hKf4/,4:05,717813,1425,30508,We did not see that coming! You won't believe the performance from this eccentric teenager. Courtney earned Howie Mandel's Golden Buzzer sending her straight to the live shows of America's Got Talent.,
137,nbcsongland,BzcFNw1BUKW,Aloe Blacc has a brand new song!,https://www.instagram.com/tv/BzcFNw1BUKW/,1:56,17772,96,2682,@aloeblacc&#x27;s new single for Fast &amp; Furious Presents: Hobbs &amp; Shaw was created through the magic of #Songland.,2019-07-03
138,nbcsongland,BzMR2XbnTZe,Meghan Trainor's new single is absolutely ?. Hear it first on Songland.,https://www.instagram.com/tv/BzMR2XbnTZe/,3:21,15208,57,2421,Hurt Me by Meghan Trainor &amp; KOLE,2019-06-26
139,nbcsongland,By4CDbwhKb3,Jonas Brothers have a BRAND NEW song.,https://www.instagram.com/tv/By4CDbwhKb3/,2:58,32561,425,6385,"It&#x27;s all yours, thanks to the magic of Songland.",2019-06-19
140,nbcsongland,ByB9WpbF0zP,John Legend has a brand-new single and you can hear it on #Songland first!,https://www.instagram.com/tv/ByB9WpbF0zP/,2:43,20386,245,3738,We Need Love - John Legend,2019-05-29
141,ninjawarrior,B08pz25ACRS,Lightning always strikes when @JoeMoravsky takes on the course. ??,https://www.instagram.com/tv/B08pz25ACRS/,3:15,32630,81,7482,#AmericanNinjaWarrior takes Baltimore by storm MONDAY 8/7c on @nbc.,2019-08-09
142,ninjawarrior,B0ziwv0gGUa,You can see the determination in their eyes! #AmericanNinjaWarrior,https://www.instagram.com/tv/B0ziwv0gGUa/,2:00,25420,14,3725,,2019-08-06
143,ninjawarrior,B0za7uyAcch,@JESSIEgraffPWR just showed city finals who’s BOSS.,https://www.instagram.com/tv/B0za7uyAcch/,5:40,64997,271,15.1k,,2019-08-06
144,ninjawarrior,B0zWOhSgcqW,@karsonvoiles’s heart couldn’t be bigger running the course for his father.,https://www.instagram.com/tv/B0zWOhSgcqW/,3:27,18606,19,3735,,2019-08-06
145,ninjawarrior,B0qvwUeAWC4,@Zimmpossible knows what it takes to be one of the greats.,https://www.instagram.com/tv/B0qvwUeAWC4/,3:51,28939,35,5029,#AmericanNinjaWarrior City Finals continue in Seattle MONDAY 8/7c on @nbc.,2019-08-02
146,ninjawarrior,B0lnYUigrYo,This run by @joshuapayneharris is BANANAS! ?,https://www.instagram.com/tv/B0lnYUigrYo/,4:13,17485,29,3360,,2019-07-31
147,ninjawarrior,B0hgCI2gswB,We can't pick our jaws up from the floor watching these Ninjas conquer.,https://www.instagram.com/tv/B0hgCI2gswB/,3:53,22607,10,3706,,2019-07-30
148,ninjawarrior,B0hdkc_AfhP,@Kingdom_Ninja is truly the KING.,https://www.instagram.com/tv/B0hdkc_AfhP/,3:22,34060,77,6780,,2019-07-30
149,ninjawarrior,B0hTLFXg3IU,@nvr_gvup's determination is unstoppable. ?,https://www.instagram.com/tv/B0hTLFXg3IU/,5:09,35726,92,6352,,2019-07-30
150,ninjawarrior,B0YvNONggWY,"@nvr_gvup always puts others first, but it's time for her to SHINE.",https://www.instagram.com/tv/B0YvNONggWY/,3:48,49367,167,9100,#AmericanNinjaWarrior takes OKC by storm MONDAY 8/7c on @nbc.,2019-07-26
151,ninjawarrior,B0Tjl50AUuT,@TylercGillett is one to watch for in the Las Vegas finals.,https://www.instagram.com/tv/B0Tjl50AUuT/,3:35,18443,18,3729,,2019-07-24
152,ninjawarrior,B0PeBn4gwe-,These Ninjas gave it their absolute all out on the course.,https://www.instagram.com/tv/B0PeBn4gwe-/,2:03,22240,7,3372,,2019-07-23
153,ninjawarrior,B0Pbj7dgFUD,@reallifeninja is stopping at nothing for another shot at the finals.,https://www.instagram.com/tv/B0Pbj7dgFUD/,3:38,47520,160,10.9k,,2019-07-23
154,ninjawarrior,B0PYrU0AXFr,"@ryan_strat put BLOOD, sweat, and tears into his city finals run.",https://www.instagram.com/tv/B0PYrU0AXFr/,4:27,32070,50,6170,,2019-07-23
155,ninjawarrior,B0HVjyOAXos,@amandamasongsong proves why she's our Snapchat champion!,https://www.instagram.com/tv/B0HVjyOAXos/,1:53,24922,15,3731,,2019-07-19
156,ninjawarrior,B0G9FVKADF0,"@themakerninja doesn't just invent obstacles, he dominates them. ?",https://www.instagram.com/tv/B0G9FVKADF0/,4:49,88759,125,9750,City Finals continue in Atlanta MONDAY 8/7c on @nbc. #AmericanNinjaWarrior,2019-07-19
157,ninjawarrior,B0GqcibgzFs,Started from the Snapchat competition now Landon is HERE.,https://www.instagram.com/tv/B0GqcibgzFs/,2:05,25932,13,4243,,2019-07-19
158,ninjawarrior,B0ByVUYA17q,@MinneSoderman showed the LA City Finals who's boss! #AmericanNinjaWarrior,https://www.instagram.com/tv/B0ByVUYA17q/,3:27,28626,21,4748,,2019-07-17
159,ninjawarrior,Bz9bab4neWF,These Ninjas had us on the edge of our seats. #AmericanNinjaWarrior,https://www.instagram.com/tv/Bz9bab4neWF/,2:31,26696,14,4782,,2019-07-16
160,ninjawarrior,Bz9YrTgnwOr,There's a reason @Youngflip7 is one of the greats. WOW.,https://www.instagram.com/tv/Bz9YrTgnwOr/,2:17,58767,60,8678,,2019-07-16
161,ninjawarrior,Bz9SQVmHnnQ,@Kevin_The_Bull isn't one to mess with. ?,https://www.instagram.com/tv/Bz9SQVmHnnQ/,3:24,71711,59,8719,,2019-07-16
162,ninjawarrior,Bz1avDOgH2t,City Qualifiers brought out the beasts in all our competitors. ?,https://www.instagram.com/tv/Bz1avDOgH2t/,4:13,58305,45,5960,,2019-07-12
163,ninjawarrior,Bz02q85ghMZ,"@thebriankretsch has competed EVERY season, but this run is unlike the rest",https://www.instagram.com/tv/Bz02q85ghMZ/,2:48,29224,70,4287,#AmericanNinjaWarrior continues with LA City finals MONDAY 8/7c on @nbc.,2019-07-12
164,ninjawarrior,Bzra_nSAMas,Nothing fuels these Ninjas more than their strong support systems!,https://www.instagram.com/tv/Bzra_nSAMas/,2:03,89336,28,6166,,2019-07-09
165,ninjawarrior,BzrYBr6AUSV,"Bride to be, @flexlabreck DOM-IN-NATED the course! ?",https://www.instagram.com/tv/BzrYBr6AUSV/,2:51,68545,157,12.9k,,2019-07-09
166,ninjawarrior,BzrVqTtAfnB,@EthanSwanson conquered EVERY fear out on the course.,https://www.instagram.com/tv/BzrVqTtAfnB/,1:46,134466,80,8864,,2019-07-09
167,ninjawarrior,BzilJmygosw,@islandninja’s in it to WIN IT. ??,https://www.instagram.com/tv/BzilJmygosw/,3:06,168400,97,11.2k,#AmericanNinjaWarrior is all-new Monday 8/7c on NBC.,2019-07-05
168,ninjawarrior,BzZaPhagEQj,"Dedication, redemption and heart make up these epic Ninjas.",https://www.instagram.com/tv/BzZaPhagEQj/,2:15,37895,23,4420,,2019-07-02
169,ninjawarrior,BzZX5fAgWa-,"@the.flying.phoenix didn't come here to PLAY, he came to WIN.",https://www.instagram.com/tv/BzZX5fAgWa-/,3:46,216556,103,14.9k,,2019-07-02
170,ninjawarrior,BzZWDZhgFPG,"It may be summer, but @allyssabeird is putting class back in session.",https://www.instagram.com/tv/BzZWDZhgFPG/,2:10,59227,35,6819,,2019-07-02
171,ninjawarrior,BzQmy-CgOmQ,@JoeMoravsky is bringing the electricity to the course. ??,https://www.instagram.com/tv/BzQmy-CgOmQ/,2:21,92744,105,8993,#AmericanNinjaWarrior kicks off in Baltimore MONDAY 8/7c on NBC.,2019-06-28
172,ninjawarrior,BzOI5NOgDvF,@JessieGraffPWR returned with one heroic run. #AmericanNinjaWarrior,https://www.instagram.com/tv/BzOI5NOgDvF/,3:37,161357,136,12.8k,,2019-06-27
173,ninjawarrior,BzLnRnsAh9R,@meyer_jax crushed it in Tacoma. Scout's honor. ??,https://www.instagram.com/tv/BzLnRnsAh9R/,1:05,46350,30,4116,,2019-06-26
174,ninjawarrior,BzHYZzDArq5,Blink and you might miss these epic runs. #AmericanNinjaWarrior,https://www.instagram.com/tv/BzHYZzDArq5/,3:02,196226,55,9956,,2019-06-25
175,ninjawarrior,BzHWVF4A0U1,Yee and @LancePekus cannot stress this enough...HAW. ?,https://www.instagram.com/tv/BzHWVF4A0U1/,2:52,66213,103,9521,,2019-06-25
176,ninjawarrior,BzHMfEHgEMa,@zimmpossible just made HISTORY! #AmericanNinjaWarrior,https://www.instagram.com/tv/BzHMfEHgEMa/,4:06,85298,281,14.2k,,2019-06-25
177,ninjawarrior,By--yNcgQBW,@JESSIEgraffPWR's return is nothing short of epic. #AmericanNinjaWarrior,https://www.instagram.com/tv/By--yNcgQBW/,2:00,201822,133,14.2k,,2019-06-21
178,ninjawarrior,By5eAFYgW7_,The grass is always greener for @andrizoWarrior. #AmericanNinjaWarrior,https://www.instagram.com/tv/By5eAFYgW7_/,2:38,27483,33,4529,,2019-06-19
179,ninjawarrior,By1WWY3A4UM,These Ninjas are straight fire ?. #AmericanNinjaWarrior,https://www.instagram.com/tv/By1WWY3A4UM/,4:01,54846,35,5472,,2019-06-18
180,ninjawarrior,By1UpHqg975,Make way for the KING!?#AmericanNinjaWarrior,https://www.instagram.com/tv/By1UpHqg975/,1:38,279276,187,19k,,2019-06-18
181,ninjawarrior,By1PDbHgr-7,@sparklyninja is BACK and better than ever! ? #AmericanNinjaWarrior,https://www.instagram.com/tv/By1PDbHgr-7/,4:02,121929,72,10.3k,,2019-06-18
182,ninjawarrior,ByxwWj_g9hQ,@tmortimer08 is one of the many reasons why we celebrate our dads today.,https://www.instagram.com/tv/ByxwWj_g9hQ/,2:36,48951,54,6433,,2019-06-16
183,ninjawarrior,Byag_5og4Op,FEAR. THE. BEARD #AmericanNinjaWarrior,https://www.instagram.com/tv/Byag_5og4Op/,4:15,54207,53,6551,,2019-06-07
184,ninjawarrior,ByWdDzngXyR,We're constantly impressed with the endurance these Ninjas bring.,https://www.instagram.com/tv/ByWdDzngXyR/,2:15,48029,21,4496,,2019-06-06
185,ninjawarrior,ByWa9rtAWHW,He's called the @reallifeninja for a reason. ? #AmericanNinjaWarrior,https://www.instagram.com/tv/ByWa9rtAWHW/,1:36,320200,254,19.6k,,2019-06-06
186,ninjawarrior,ByWX79dAI5M,@ninjajessclay is proof that anything is possible. #AmericanNinjaWarrior,https://www.instagram.com/tv/ByWX79dAI5M/,4:35,278585,90,17.5k,,2019-06-06
187,ninjawarrior,ByQQpmBA6gv,May the best pet win!,https://www.instagram.com/tv/ByQQpmBA6gv/,1:37,117869,253,13k,A special @secretlifeofpets edition of #AmericanNinjaWarrior airs Wednesday 8/7c on @NBC.,2019-06-03
188,ninjawarrior,ByIgOEzAZxg,@imalexweber is LITERALLY crashing the course! Go Alex go!,https://www.instagram.com/tv/ByIgOEzAZxg/,2:01,68940,30,6910,,2019-05-31
189,ninjawarrior,ByEcBN_gs7C,"@TheChadFlexington, @mrsuccessfu1, and @burkinator500 blew us away!",https://www.instagram.com/tv/ByEcBN_gs7C/,1:56,59998,19,4969,Don’t miss American Ninja Warrior Wednesdays 8/7c on NBC.,2019-05-30
190,ninjawarrior,ByEYn45gN9O,"Don't mess with @Kevin_the_bull, you'll get the horns.",https://www.instagram.com/tv/ByEYn45gN9O/,1:49,1078995,595,50.6k,Don’t miss American Ninja Warrior Wednesdays 8/7c on NBC.,2019-05-30
191,ninjawarrior,Bx-K0CRg3hK,"When it comes to the #AmericanNinjaWarriorCourse, @youngflip7 is fearless.",https://www.instagram.com/tv/Bx-K0CRg3hK/,2:56,392350,179,19.4k,American Ninja Warrior returns Wednesday 8/7c on@nbc.,2019-05-27
192,ninjawarrior,BnphojBBW4C,Ninja Warrior Weekly: Las Vegas Night 3,https://www.instagram.com/tv/BnphojBBW4C/,6:36,14887,9,613,"Host Allyson Felix recaps all the biggest moments from the season&#x27;s finale episode. Plus, watch the ninjas talk about their favorite moments from Season 10.",2018-09-13
193,ninjawarrior,BnXQoSIhTsS,American Ninja Warrior Weekly: Vegas Night 2,https://www.instagram.com/tv/BnXQoSIhTsS/,5:56,8412,5,337,"Host Allyson Felix recaps all the biggest moments from this week&#x27;s episode, including Jake Murray&#x27;s incredible run, Kenny Niemitalo&#x27;s heart-breaking week and Jessie Graff&#x27;s message to the ninja community.",2018-09-05
194,ninjawarrior,BnT_CsNhxqJ,Eric Middleton at the Vegas Finals: Stage 1,https://www.instagram.com/tv/BnT_CsNhxqJ/,2:46,17693,3,552,Watch Eric Middleton&#x27;s run from the Vegas Finals - Stage 1.,2018-09-04
195,ninjawarrior,BnC1NknhR0i,Jamie Rahn Goes Barefoot at the Vegas Finals: Stage 1,https://www.instagram.com/tv/BnC1NknhR0i/,2:51,84513,31,3595,Watch Jamie Rahn stun all when he runs barefoot at the Vegas Finals - Stage 1.,2018-08-29
196,ninjawarrior,Bm1Dbi9hMTZ,American Ninja Warrior Weekly: Minneapolis Finals,https://www.instagram.com/tv/Bm1Dbi9hMTZ/,4:02,9249,1,216,"Host Allyson Felix recaps all the biggest moments from this week&#x27;s episode, including Meagan Martin&#x27;s run, the rising rookies and her pick for Warrior of the Week, Jon Alexis Jr.",2018-08-23
197,ninjawarrior,BmuGtDahyCr,Jake Murray at the Minneapolis City Finals,https://www.instagram.com/tv/BmuGtDahyCr/,3:56,6369,2,171,Watch Jake Murray&#x27;s run from the Minneapolis City Finals.,2018-08-21
198,ninjawarrior,BmjMWAyBDJF,American Ninja Warrior Weekly: Philly Finals,https://www.instagram.com/tv/BmjMWAyBDJF/,4:24,4832,1,107,"Host Allyson Felix recaps all the biggest moments from this week&#x27;s episode, including Najee Richardson&#x27;s run and all the best costumed runs this season.",2018-08-16
199,ninjawarrior,BmcERPdBvZa,Michelle Warnky at the Philadelphia City Finals,https://www.instagram.com/tv/BmcERPdBvZa/,4:07,9612,2,305,Watch Michelle Warnky&#x27;s run from the Philadelphia City Finals.,2018-08-14
200,ninjawarrior,BmOy3MTBGcl,American Ninja Warrior Weekly: Indianapolis Finals,https://www.instagram.com/tv/BmOy3MTBGcl/,4:06,6109,2,114,"Host Allyson Felix recaps all the biggest moments from this week&#x27;s episode, including Isaac Caldiero&#x27;s surprising fail and a crushing new obstacle. Plus, guest Alex Weber crashes the Philly Finals course.",2018-08-08
201,ninjawarrior,BmCQ5JJBzmz,Kyle Schulze at the Indianapolis City Finals,https://www.instagram.com/tv/BmCQ5JJBzmz/,4:54,3564,0,92,Watch Kyle Schulze&#x27;s run from the Indianapolis City Finals.,2018-08-03
202,ninjawarrior,BmBtCBJlkga,Ninja vs Dino,https://www.instagram.com/tv/BmBtCBJlkga/,1:55,7818,5,239,Jurassic Ninjas take their run on the course!,2018-08-03
203,ninjawarrior,Bl-9L4MjLdA,American Ninja Warrior Weekly: Miami Finals,https://www.instagram.com/tv/Bl-9L4MjLdA/,3:55,4685,1,107,"Host Allyson Felix recaps all the biggest moments from this week&#x27;s episode, including Drew Drechsel&#x27;s and Jessie Graff&#x27;s finals runs! Plus, guest Nikki Lee from ANW Nation shares Kenny Niemitalo&#x27;s touching story.",2018-08-02
204,ninjawarrior,Bl3UjiSDtYl,Drew Drechsel: Miami City Finals,https://www.instagram.com/tv/Bl3UjiSDtYl/,3:24,7432,8,204,Drew Drechsel takes his shot at the Miami City Finals course.,2018-07-30
205,ninjawarrior,Blq_ijnBgU1,Ninja Warrior Weekly: Dallas Finals,https://www.instagram.com/tv/Blq_ijnBgU1/,3:25,3553,1,60,"Host Allyson Felix recaps all the biggest moments from this week&#x27;s episode, including Mathis &quot;The Kid&quot; Owhadi&#x27;s first finals run! Plus, check out our Rookie Radar, which breaks down all the new breakout stars.",2018-07-25
206,ninjawarrior,BllfEqHA_0y,Barclay Stockett at the Dallas City Finals,https://www.instagram.com/tv/BllfEqHA_0y/,4:33,7239,6,249,Watch Barclay Stockett&#x27;s run from the Dallas City Finals.,2018-07-23
207,ninjawarrior,BlbiUG4FvgL,Ninja Warrior Weekly: Los Angeles Finals,https://www.instagram.com/tv/BlbiUG4FvgL/,3:35,3879,2,65,"Host Allyson Felix recaps all the biggest moments from this week’s episode, including Kevin Bull’s dramatic run! Plus, check out Sean Bryan, the Warrior of the Week!",2018-07-20
208,ninjawarrior,Bla_EJOA8JE,Sean Bryan at the Los Angeles City Finals,https://www.instagram.com/tv/Bla_EJOA8JE/,3:42,3324,3,77,Watch Sean Bryan’s run from the Los Angeles City Finals.,2018-07-19
209,ninjawarrior,BlWXAnLle5p,Ninja Warrior Weekly: Minneapolis Qualifiers,https://www.instagram.com/tv/BlWXAnLle5p/,3:44,3434,2,75,"Host Allyson Felix recaps all the biggest moments from this week’s episode, including Matt and Akbar eating tarantulas! Plus, check out the return of Jake Murray and more!",2018-07-17
210,ninjawarrior,BlTnXQLnieX,Kevin Bull at the Los Angeles City Finals,https://www.instagram.com/tv/BlTnXQLnieX/,4:11,5862,7,172,Watch Kevin Bull&#x27;s run from the Los Angeles City Finals.,2018-07-16
211,ninjawarrior,BlBcH-0hBWS,Eric Middleton Takes On Minneapolis City Qualifiers,https://www.instagram.com/tv/BlBcH-0hBWS/,2:17,7182,5,214,,2018-07-09
212,ninjawarrior,BkTiNXJhzwh,Jessie Graff Takes On Miami City Qualifiers,https://www.instagram.com/tv/BkTiNXJhzwh/,3:50,12339,21,469,The Ninja Warrior legend returns to compete in American Ninja Warrior 2018.,2018-06-21
213,nbcbluffcitylaw,B01fH3XgwB0,Bluff City Law First Look,https://www.instagram.com/tv/B01fH3XgwB0/,2:10,690,14,218,"Are you ready to change the world? Get a first look at #BluffCityLaw, coming to @NBC Monday, September 23.",
214,nbcbluffcitylaw,BydG7iuACoU,"NBC Presents Bluff City Law, Mondays this fall.",https://www.instagram.com/tv/BydG7iuACoU/,1:45,1092,,162,"Changing the world is the family business. Jimmy Smits stars in #BluffCityLaw, a powerful new legal drama coming Mondays this fall to @NBC.",
215,nbcbringthefunny,B02MZ8JHoSn,Comedy Clash: Morgan Jay,https://www.instagram.com/tv/B02MZ8JHoSn/,2:51,4918,45,818,@morganjay sings the song of our people. #BringTheFunny,2019-08-07
216,nbcbringthefunny,B02MF6onPtf,Comedy Clash: JK! Studios,https://www.instagram.com/tv/B02MF6onPtf/,2:20,4946,33,830,It&#x27;s safe to say that @jkstudios&#x27; sketch is making history. ? #BringTheFunny,2019-08-07
217,nbcbringthefunny,B0y4ULOnIzt,Comedy Clash: Randy Feltface v. Jarred Fell,https://www.instagram.com/tv/B0y4ULOnIzt/,4:43,5198,41,799,"In an epic clash of puppet versus magic, you never know what&#x27;s going to happen. #BringTheFunny",2019-08-05
218,nbcbringthefunny,B0kGEj3AO0D,Bring The Funny: The Valleyfolk,https://www.instagram.com/tv/B0kGEj3AO0D/,3:28,8484,77,1295,? for the Mole People. ? for @thevalleyfolk. #BringTheFunny,2019-07-31
219,nbcbringthefunny,B0kFCUtgJ9n,Bring The Funny: Tacarra Williams,https://www.instagram.com/tv/B0kFCUtgJ9n/,2:08,7892,52,1266,@tacarracomedy had us at &quot;I don&#x27;t like my kids&quot;. #BringTheFunny,2019-07-31
220,nbcbringthefunny,B0gzx_snCaX,Bring The Funny: Lewberger,https://www.instagram.com/tv/B0gzx_snCaX/,2:13,9430,20,922,Our friends @lewberger grace us with their presence. Watch them #BringTheFunny tomorrow at 10/9c. ?,2019-07-29
221,nbcbringthefunny,B0SKG42hOn2,Bring The Funny: @alisiddiq,https://www.instagram.com/tv/B0SKG42hOn2/,2:04,7413,24,758,This whole set. ?? #BringTheFunny,2019-07-24
222,nbcbringthefunny,B0SD5XkB7pq,Bring The Funny: @handsomenaked,https://www.instagram.com/tv/B0SD5XkB7pq/,1:31,7150,27,635,"In the words of @chrissyteigen: we didn&#x27;t know that we wanted it, but now that it&#x27;s gone, we miss it.",2019-07-24
223,nbcbringthefunny,B0Ozjv0BcM_,Bring The Funny: @ajonthemic,https://www.instagram.com/tv/B0Ozjv0BcM_/,2:11,9562,78,955,"Hey, Kourtney Kardashian. Looks like we found your doppelgänger! Don&#x27;t miss this epic impersonation tomorrow 10/9c on @NBC.",2019-07-22
224,nbcbringthefunny,Bz8gMmdnRbw,Bring The Funny: Randy Feltface,https://www.instagram.com/tv/Bz8gMmdnRbw/,2:21,8634,51,1168,"? WE&#x27;VE GOT SOMETHING NEW FOR YOU. ?

Introducing: our first puppet! See all this wackiness and more tomorrow at 10/9c on #BringTheFunny.",2019-07-15
225,nbcbringthefunny,BzQukbXHVv2,"? YOUR FIRST LOOK AT BRING THE FUNNY. ? Chrissy loved it, you will too.",https://www.instagram.com/tv/BzQukbXHVv2/,2:09,10900,38,900,"See if Frangela can #BringTheFunny, premiering July 9 on @NBC.",2019-06-28
226,nbcsongland,BzcFNw1BUKW,Aloe Blacc has a brand new song!,https://www.instagram.com/tv/BzcFNw1BUKW/,1:56,17772,96,2682,@aloeblacc&#x27;s new single for Fast &amp; Furious Presents: Hobbs &amp; Shaw was created through the magic of #Songland.,2019-07-03
227,nbcsongland,BzMR2XbnTZe,Meghan Trainor's new single is absolutely ?. Hear it first on Songland.,https://www.instagram.com/tv/BzMR2XbnTZe/,3:21,15208,57,2421,Hurt Me by Meghan Trainor &amp; KOLE,2019-06-26
228,nbcsongland,By4CDbwhKb3,Jonas Brothers have a BRAND NEW song.,https://www.instagram.com/tv/By4CDbwhKb3/,2:58,32561,425,6385,"It&#x27;s all yours, thanks to the magic of Songland.",2019-06-19
229,nbcsongland,ByB9WpbF0zP,John Legend has a brand-new single and you can hear it on #Songland first!,https://www.instagram.com/tv/ByB9WpbF0zP/,2:43,20386,245,3738,We Need Love - John Legend,2019-05-29
230,nbcsunnyside,Byi1NRLCayS,"NBC Presents Sunnyside, coming Thursdays this fall",https://www.instagram.com/tv/Byi1NRLCayS/,2:00,1442,6,174,"Welcome to Queens. Home of the American Dream. @KalPenn stars in #Sunnyside, from the network that brought you @nbcthegoodplace and @nbcbrooklyn99. Coming Thursdays this fall to @NBC.",2019-06-10
231,nbcsnl,B0YuyMvlK7k,Guest Actress Emmy Nominee Highlights,https://www.instagram.com/tv/B0YuyMvlK7k/,1:13,308007,100,24646,Let’s hear it for @iamsandraohinsta and Emma Thompson! ?,
232,nbcsnl,B0TmV4eFFSP,Guest Actor Emmy Nominee Highlights,https://www.instagram.com/tv/B0TmV4eFFSP/,1:34,247451,,22054,"? Give it up for Matt Damon, @AdamSandler, @JohnMulaney, and Robert De Niro!",
233,nbcsnl,B0OoBAoFMKh,Kate’s Season 44 Highlights,https://www.instagram.com/tv/B0OoBAoFMKh/,1:32,441770,1520,54310,Leave some ?? in the comments for 2019 Emmy nominee Kate McKinnon!,
234,nbcsnl,BzDj4TJFVU1,#CreatingSNL: Makeup,https://www.instagram.com/tv/BzDj4TJFVU1/,5:39,288076,310,20938,@louiezfx talks makeup. Watch the full episode on IGTV! ?,
235,nbcsnl,By8jQOmFmaL,#CreatingSNL: Wardrobe,https://www.instagram.com/tv/By8jQOmFmaL/,9:22,373484,341,37747,The wardrobe team reveals their magic. ?Watch on IGTV?,
